episode_number,avg_q,winner
90,0.26704273618237184,1
91,0.264972523040774,2
92,0.2643834644579402,2
93,0.2656479122728896,-1
94,0.26259870093342413,2
95,0.26356888810317636,2
96,0.26548960831352225,1
97,0.2656253311632547,2
98,0.2653222925533983,2
99,0.26500904818446513,1
100,0.26458834087054073,1
101,0.26312077536837586,2
102,0.2612916308766649,2
103,0.2607901435005219,2
104,0.2601097099857348,1
105,0.2608450992431399,1
106,0.26441086203189246,1
107,0.26189546878188946,2
108,0.2637643947330328,1
109,0.2605660106494519,-1
110,0.2604216553314723,1
111,0.2578263003797373,-1
112,0.25920181813508514,-1
113,0.2589688290623102,1
114,0.25834056555132634,-1
115,0.2564427167823441,-1
116,0.2571348509762275,2
117,0.25707941586619715,1
118,0.25681927285264156,1
119,0.2555921933446896,-1
120,0.25580685370966527,1
121,0.2552857315780359,1
122,0.2568070106659135,2
123,0.256015705107127,-1
124,0.25577764296548217,1
125,0.25553301047309146,2
126,0.2583665444942941,-1
127,0.2579954271272536,1
128,0.2554088079691573,2
129,0.25405495970249015,-1
130,0.25349625308800433,1
131,0.253152711238294,2
132,0.25149363244611705,-1
133,0.24901504252281131,-1
134,0.24918857498749433,1
135,0.2507658443865141,1
136,0.24977502297598284,-1
137,0.247670902324481,-1
138,0.24711966250239467,-1
139,0.24522759953024592,-1
140,0.2436159500008328,2
141,0.24409016729606225,2
142,0.24317375191873053,-1
143,0.243957809972195,2
144,0.2439607991877496,1
145,0.24194083076874207,2
146,0.24135779331402255,2
147,0.24083106373803467,-1
148,0.24003850396408344,2
149,0.23916634323396416,2
150,0.23731460768672405,2
151,0.2382576960972605,2
152,0.23833645296484426,1
153,0.2382677014181408,2
154,0.23826407363060972,1
155,0.2380431340012239,1
156,0.238297387560601,1
157,0.23806014463516206,1
158,0.23825876870118057,1
159,0.2375663852438192,2
160,0.237166217591108,-1
161,0.23848232817711965,2
162,0.23600632070904054,-1
163,0.23567826336245434,-1
164,0.23428509583163717,2
165,0.23370780601014268,1
166,0.232429916849155,2
167,0.23606272033004097,1
168,0.23574778516175926,2
169,0.23425859436327137,2
170,0.23238775170425557,1
171,0.2304044731913219,2
172,0.22894892296478192,2
173,0.22836118816394177,-1
174,0.22854552956064433,2
175,0.22647197332527882,-1
176,0.226605342925317,1
177,0.22622708745108325,1
178,0.22581157892110318,1
179,0.2258451588205254,2
180,0.22459920411080697,2
181,0.22406439048522384,2
182,0.2239244006832512,1
183,0.22331437069838944,1
184,0.22256560168436518,2
185,0.22177223284474534,-1
186,0.2211948471215175,-1
187,0.22089095952690954,2
188,0.22167299221143436,2
189,0.22048903237555495,-1
190,0.21863120857688656,2
191,0.22114612847597415,1
192,0.2189024812173907,2
193,0.21963958782943355,1
194,0.2191855655043852,1
195,0.21856399590081932,2
196,0.21831769089217432,2
197,0.2181348436316801,2
198,0.21913229772262557,-1
199,0.21651088739955862,2
200,0.2148844544081674,1
201,0.21520778986780262,1
202,0.21373397422194668,-1
203,0.2119531032876249,2
204,0.2122351077875738,1
205,0.21226330823756864,1
206,0.2117602793997398,1
207,0.21095173100725484,2
208,0.21086251622488644,2
209,0.20971808082762003,2
210,0.20910734534990355,1
211,0.20911040122444283,1
212,0.20954667804793362,1
213,0.20932099713678987,1
214,0.20918757985319883,1
215,0.20908095261651563,2
216,0.20832876294013966,-1
217,0.2081025560598766,1
218,0.20702994195313798,1
219,0.20642810031129863,-1
220,0.20580007873019174,2
221,0.20548269348129727,1
222,0.20343901358387717,-1
223,0.2031773960056368,2
224,0.2008008849514307,-1
225,0.20046039813009528,-1
226,0.2007191715829128,2
227,0.20027496327496674,2
228,0.19929605574923262,-1
229,0.19906180278826596,1
230,0.19866504505156637,2
231,0.19841934778427983,2
232,0.19820183496667326,2
233,0.19802376051592244,1
234,0.1979796020880738,-1
235,0.1979168193839708,2
236,0.1976068881787726,2
237,0.1978306065080908,1
238,0.20015940168459867,1
239,0.19973682715115335,1
240,0.19967898854652935,-1
241,0.1996253754260365,2
242,0.20003978928287014,2
243,0.19934662645047851,-1
244,0.20073672332321457,2
245,0.20063366383928016,1
246,0.20077861145941867,1
247,0.20015864999979446,1
248,0.19917140807522407,2
249,0.19868742775331577,2
250,0.19824281082964362,2
251,0.19858105914600135,2
252,0.19660473428409272,-1
253,0.19629873479596446,-1
254,0.19638921039013593,1
255,0.19564289492121875,-1
256,0.19597155749586465,-1
257,0.19467656368403316,2
258,0.19274707039318373,2
259,0.19259161951359574,2
260,0.19233282529949294,1
261,0.19153438584314114,2
262,0.19145277570388958,2
263,0.1911906238886268,-1
264,0.1912202496777992,2
265,0.19081242803558907,2
266,0.19070885913484936,1
267,0.1880299054023396,2
268,0.18930238469541302,1
269,0.18926073575193714,1
270,0.1888988256622409,1
271,0.1885854636108398,2
272,0.18708128751257283,1
273,0.18519100779148748,-1
274,0.18498598696151783,1
275,0.1821720747130557,-1
276,0.1816936815237526,2
277,0.1819313915848619,1
278,0.18178532425978522,1
279,0.18160115518482253,1
280,0.18146730855053425,1
281,0.1810179514708599,1
282,0.1811547852637165,1
283,0.1805108856581576,2
284,0.18082430423691898,1
285,0.18043256439066477,2
286,0.18022558134727618,1
287,0.17999484148906333,1
288,0.1799371483286591,1
289,0.17992915014915975,1
290,0.1788451851386652,2
291,0.17916050602065842,1
292,0.17881195149239723,1
293,0.17862234599978238,1
294,0.17863334996173075,1
295,0.17887424121150713,1
296,0.1788924511122684,1
297,0.17899761510969828,1
298,0.1788666533478848,1
299,0.17853187023757913,1
300,0.17849200748925476,1
301,0.17809515606976312,-1
302,0.17807402872113867,1
303,0.177775473961059,2
304,0.17619171134818734,-1
305,0.17606604007087262,2
306,0.17574824334735675,-1
307,0.17498624197638982,-1
308,0.1753532510372283,1
309,0.17527654493361122,1
310,0.17508296181579677,2
311,0.1744527225662369,-1
312,0.17777130520196116,2
313,0.17795629897240875,1
314,0.1778853564801665,1
315,0.17841215713101594,1
316,0.17547741671038133,-1
317,0.17501074633288896,-1
318,0.1749493727723111,1
319,0.17430679051532788,1
320,0.1744026317258608,1
321,0.17384427971134836,1
322,0.17277915128801238,-1
323,0.17280764425244002,1
324,0.1724070124215547,2
325,0.17220262762950098,2
326,0.17221845985837317,1
327,0.17082652403705775,2
328,0.17077173025740008,1
329,0.16934488203509138,2
330,0.1696602862485593,1
331,0.16982223421934978,1
332,0.1696675659624189,-1
333,0.1689586625752086,1
334,0.16880867768686333,2
335,0.16864850189061728,2
336,0.1684656152976925,2
337,0.16834126233073787,-1
338,0.16822569347809674,1
339,0.1681109252950373,2
340,0.16762590474673922,1
341,0.1676510409576333,1
342,0.16756697008831903,1
343,0.16715675947723097,2
344,0.16679257318796786,2
345,0.16667324582601736,-1
346,0.1670336509946586,1
347,0.16708619873461966,1
348,0.16749805437449838,1
349,0.16741702778888992,1
350,0.16755968761535114,1
351,0.1686590507965057,2
352,0.16862800759663568,1
353,0.16862078930167923,2
354,0.16754433809694358,2
355,0.16766171412668338,1
356,0.1676611764413474,1
357,0.16710012778016567,-1
358,0.16685021150070958,1
359,0.16560927191799435,-1
360,0.16467612305180734,2
361,0.16475322020485558,1
362,0.16466877381727651,2
363,0.16435599742222598,1
364,0.16363554510522213,1
365,0.16384903973092266,1
366,0.16342153882255478,1
367,0.16187417442518123,2
368,0.16051172144541134,-1
369,0.160239350643462,2
370,0.1606382857864672,1
371,0.16051517705609558,1
372,0.15906838487796077,-1
373,0.15889692173102468,2
374,0.15842509448073264,1
375,0.1578875835466841,-1
376,0.15776044164088845,1
377,0.15769551087939612,2
378,0.15688061591785332,2
379,0.15684862835531826,1
380,0.15679776250779837,1
381,0.15423666060995542,-1
382,0.15413793312983518,-1
383,0.15430791441580546,1
384,0.15388669804816824,1
385,0.15431701309491244,2
386,0.15469441418294005,1
387,0.1547321542917428,1
388,0.1548256453624893,1
389,0.15436694177983537,-1
390,0.1544549851342513,1
391,0.15410353970210902,2
392,0.15406701819150403,2
393,0.15395845857143564,1
394,0.15368964207373537,-1
395,0.15317568199512893,2
396,0.15453913224674046,1
397,0.1542347594446085,-1
398,0.15421985883211445,1
399,0.153346672677557,-1
400,0.15313542905101243,-1
401,0.15283490047928194,1
402,0.1531819671285195,1
403,0.1533318790789344,2
404,0.15302792951051558,2
405,0.15264340798913956,1
406,0.15177837815893055,2
407,0.15207088132963043,1
408,0.15104477829651258,-1
409,0.1509627240429787,-1
410,0.15060912689111436,-1
411,0.15075753412333676,1
412,0.1504766088419584,-1
413,0.15041252886423565,2
414,0.15037455237697697,1
415,0.15021114235464167,1
416,0.1513610406018354,2
417,0.15170988566405377,1
418,0.15046194776899555,2
419,0.15063824886042046,1
420,0.1502785473904341,2
421,0.14979886706559867,-1
422,0.14924425197814975,-1
423,0.14912764824299832,-1
424,0.14894709122162594,-1
425,0.14889426972645475,-1
426,0.14817986186874327,2
427,0.1481185509709819,1
428,0.1481563316400197,1
429,0.14810568738399005,2
430,0.1481698671562947,2
431,0.14803393611353016,-1
432,0.14834859360447716,1
433,0.1483296244482811,1
434,0.1478552048648949,1
435,0.14785926953744796,1
436,0.14771024011813866,1
437,0.14662468586634436,2
438,0.14584988992915407,-1
439,0.14574946189933286,1
440,0.14525992796645879,-1
441,0.14511520967775846,2
442,0.14511219304710798,1
443,0.1451416219167696,1
444,0.14486116723054598,-1
445,0.14438182401368665,-1
446,0.14438944492141928,-1
447,0.14442225884699195,1
448,0.14842753612591458,-1
449,0.14875074941698127,1
450,0.14871485185360828,1
451,0.14874055473702064,2
452,0.14866452003211042,1
453,0.14869503675292844,1
454,0.1468058896115603,-1
455,0.1464969285266025,1
456,0.1464320117889706,2
457,0.14641135515520076,1
458,0.14646572682149753,1
459,0.14646315967000403,1
460,0.1457220800337626,2
461,0.1446614085740237,2
462,0.14342726038626666,-1
463,0.14267569367788618,-1
464,0.142438595017235,-1
465,0.14233516776201754,2
466,0.14218019233469756,-1
467,0.14214805076913478,1
468,0.14232416876430254,1
469,0.14237859949311132,1
470,0.1433773419215771,-1
471,0.14295383468051806,-1
472,0.14287883774293025,2
473,0.14277550122440782,1
474,0.142762453565064,-1
475,0.14268217211029746,1
476,0.1430188791980072,2
477,0.14299395897485442,-1
478,0.14232986786189666,2
479,0.1420427484484116,-1
480,0.14208080308505328,1
481,0.14052919241322168,-1
482,0.13970561723880132,-1
483,0.1396322711598143,-1
484,0.13958863859618587,1
485,0.13947626905406482,1
486,0.13881910254471766,2
487,0.1387447823450453,2
488,0.13856235491761854,-1
489,0.13854816037240586,1
490,0.1366964605439553,-1
491,0.13686075613404666,1
492,0.13693996475461315,-1
493,0.13704977100490873,1
494,0.1370908790309496,1
495,0.1372382140359217,1
496,0.13888895706985646,2
497,0.13886683501196886,1
498,0.1383880064402461,2
499,0.1384039126193339,1
500,0.13845084037724634,2
501,0.13820191560570524,2
502,0.13709400905486152,-1
503,0.137536624259366,1
504,0.13743374143374526,2
505,0.1361403255680991,2
506,0.13570650779096718,-1
507,0.13395495391280485,2
508,0.13398057662114868,1
509,0.13351343171991956,1
510,0.13350138681455156,1
511,0.13298232750238612,-1
512,0.132980743882647,1
513,0.13291025875113366,2
514,0.13280258307709508,-1
515,0.1326664921851225,1
516,0.13274793547651534,1
517,0.13272079861939845,2
518,0.13261690902073653,1
519,0.13243105379880885,-1
520,0.1323302119048287,1
521,0.1323066748985568,1
522,0.1322188909025175,-1
523,0.132100825077936,2
524,0.13207172807985182,-1
525,0.1323567724168745,1
526,0.13201609135759082,1
527,0.13169289052497232,2
528,0.13176266173012857,2
529,0.1316617249409026,1
530,0.13159546306022216,2
531,0.13130244156221307,-1
532,0.13162442974576719,2
533,0.13207279903501304,1
534,0.13201715770940642,1
535,0.13178145894571844,1
536,0.1312000761822001,-1
537,0.13115686746227848,1
538,0.13095060214864934,2
539,0.13007741495466515,1
540,0.1302364754983708,1
541,0.13020725886352033,1
542,0.13027812727223598,1
543,0.13025427411043916,1
544,0.1301965399242771,2
545,0.1301843613274048,1
546,0.13006512436772102,1
547,0.1284119856717965,-1
548,0.12825065122907,-1
549,0.12763867416469798,2
550,0.12753808668603026,-1
551,0.12750351398260415,1
552,0.12717983801985805,2
553,0.1276484362399599,1
554,0.12767838015961058,1
555,0.12758118186205963,1
556,0.12760392352071584,1
557,0.12723795946583413,2
558,0.1274209522089565,1
559,0.1255583435808349,2
560,0.12568987762052533,1
561,0.12576823623104488,1
562,0.12492952540547055,-1
563,0.12528828275384146,1
564,0.12520909440342176,1
565,0.12516136874982337,2
566,0.1244303977640061,2
567,0.12481219144407486,1
568,0.12437538971663004,1
569,0.12455940550731408,1
570,0.12410665809434218,1
571,0.12414833316120812,1
572,0.12395325402966745,-1
573,0.12399144455463677,1
574,0.12401188915566876,1
575,0.12396515058266522,1
576,0.12383294169116077,-1
577,0.12371639359182875,1
578,0.12394357150767764,1
579,0.12381868843418078,2
580,0.12377695351772065,-1
581,0.12376664083156311,1
582,0.12340298795420275,1
583,0.12340459820249093,-1
584,0.12380044945984245,1
585,0.12351676918898694,-1
586,0.12374286111131055,2
587,0.12358610777241949,2
588,0.12339064321580459,2
589,0.12332227994995305,1
590,0.12349547760184758,1
591,0.12347229119355718,2
592,0.12349499309499616,-1
593,0.12345196873619986,2
594,0.12319062864735833,2
595,0.12281735514518859,1
596,0.12274572254813149,1
597,0.12278812376390726,1
598,0.12279319136432215,1
599,0.12214040529477037,-1
600,0.12206048646297178,1
601,0.122079780679332,1
602,0.121819643715331,-1
603,0.1218097221016345,1
604,0.12207798941481458,2
605,0.1220783899821554,2
606,0.12116710773116332,2
607,0.12098377683504695,1
608,0.1208296293231449,-1
609,0.12098335319523727,1
610,0.12094713951017345,1
611,0.12101918106018418,1
612,0.121028629496426,1
613,0.1209582689468084,2
614,0.12101097958425155,2
615,0.12083291457316953,1
616,0.12076367959202275,-1
617,0.1204652637603484,2
618,0.12042168168577526,2
619,0.12036085119265934,-1
620,0.12052238763027687,1
621,0.12039970929879776,2
622,0.12041854864388934,1
623,0.12020992496323685,-1
624,0.12016691160874693,-1
625,0.12015004961223702,1
626,0.12004055295241886,1
627,0.12013886678823077,1
628,0.12004163941396359,1
629,0.11998744131441508,2
630,0.12009722991415009,-1
631,0.12004348979703913,1
632,0.1204272140583562,2
633,0.12080491284926734,-1
634,0.12094718920031755,-1
635,0.12109636260190616,2
636,0.12103133455694325,2
637,0.12089617088330798,1
638,0.12084295652972957,2
639,0.12045383054984705,-1
640,0.12040220147721571,1
641,0.11997455621627867,2
642,0.11999076306604076,2
643,0.12000608103165372,1
644,0.11998807394896743,1
645,0.11980687406254072,1
646,0.11998351095434957,1
647,0.12016685996766234,1
648,0.1201280375163313,1
649,0.12005626686275016,-1
650,0.12000423240276331,1
651,0.11988228283551741,1
652,0.12000784314161231,1
653,0.1188299440576046,-1
654,0.11834059500333795,-1
655,0.1181303384100031,1
656,0.11808806944273276,2
657,0.11796456773461429,1
658,0.11805548650124457,1
659,0.11753555525264245,1
660,0.11748800365681192,1
661,0.11787326182267667,-1
662,0.11792601510535147,1
663,0.11829514590858457,1
664,0.11868211067994831,1
665,0.11836912067117664,1
666,0.11832359594347469,1
667,0.11837809610520493,1
668,0.1186713479449938,1
669,0.11908197743648975,1
670,0.11955155863129822,2
671,0.11960384095078909,1
672,0.11992047770815373,1
673,0.11947929097667868,2
674,0.11932785571360692,1
675,0.1192639983490946,1
676,0.11924316738646772,1
677,0.11908258308127796,-1
678,0.11923224963352769,1
679,0.11908165479408747,1
680,0.11938262364862519,1
681,0.119008018256205,1
682,0.11937274049592707,1
683,0.11941869466724757,1
684,0.11935090152350111,1
685,0.11972485110538254,1
686,0.11975370972655242,1
687,0.1197385681275753,1
688,0.1197761797519341,1
689,0.11947646673918831,1
690,0.11932406050782368,1
691,0.11896249135460878,-1
692,0.11893136493550184,1
693,0.1189216429027538,-1
694,0.11878639722630878,2
695,0.11752475480231411,2
696,0.11845187005653986,2
697,0.11753012007528692,2
698,0.11744621542119682,1
699,0.11780334705603125,1
700,0.11835670531134256,2
701,0.11782982999091975,1
702,0.11696183827205425,-1
703,0.11663306113134138,1
704,0.11672360909591277,2
705,0.11650807572465792,-1
706,0.11647441019064873,2
707,0.11642449632855363,1
708,0.11636764253068542,-1
709,0.1167914317685008,1
710,0.1167846022281547,2
711,0.11640929641681567,1
712,0.11641512760630703,1
713,0.11644605731575776,1
714,0.1164595170807386,1
715,0.11626048023320662,2
716,0.11656487306415375,-1
717,0.11628276351622249,2
718,0.11627049904520428,1
719,0.11627119557012892,1
720,0.11597051849117894,1
721,0.11579528508189361,-1
722,0.11605335283869611,1
723,0.11557599887409852,-1
724,0.11575501755548352,1
725,0.1156933831222058,1
726,0.11564930526616789,2
727,0.11538841867583355,-1
728,0.1153717731258303,2
729,0.11503423406078127,-1
730,0.1148850577887621,2
731,0.1145666678935414,1
732,0.11465324335757604,-1
733,0.1146139122173178,2
734,0.11481138479863011,1
735,0.115247278727065,1
736,0.11508776894506972,1
737,0.11514509542801418,-1
738,0.11467442851835695,1
739,0.11439499307681783,1
740,0.11444408187410698,2
741,0.11436132658010113,-1
742,0.11434521960596132,1
743,0.11446980408115576,1
744,0.11413997327588808,1
745,0.11384653296757559,1
746,0.11384521483133121,2
747,0.11392262338112616,2
748,0.11383132123692095,1
749,0.11371755309237316,1
750,0.11370651151683533,1
751,0.11389473033760365,1
752,0.11401559838469634,1
753,0.11380607101865753,1
754,0.1138561792763442,2
755,0.11384500663525558,2
756,0.11364587323788546,2
757,0.11360499439124387,1
758,0.1131583893249207,1
759,0.11362975621774618,1
760,0.11363228867269289,1
761,0.11353489480265594,2
762,0.11385224714807672,1
763,0.11389900107846931,1
764,0.11402213144417567,1
765,0.11424354929876283,1
766,0.11375057395632736,2
767,0.1137284617562526,2
768,0.11382981385365971,2
769,0.11333967804330869,1
770,0.1131289574758259,1
771,0.11345495528358356,1
772,0.11341751531471546,2
773,0.11343431890496289,2
774,0.1134217762317965,-1
775,0.11370893599486427,1
776,0.1137960676487746,1
777,0.11366448546116792,1
778,0.11367317779079779,1
779,0.11341196850046315,1
780,0.11341826668766761,1
781,0.11331682482658881,1
782,0.11305727944082164,-1
783,0.11273998031570817,1
784,0.11258972742578577,-1
785,0.11251150140013907,1
786,0.11253382115587152,2
787,0.11236217317677041,2
788,0.11031842377366938,2
789,0.11029579259252988,2
790,0.11077532506597526,2
791,0.11078664902963471,1
792,0.11072985660222494,-1
793,0.11084788257171264,-1
794,0.11087295435565167,1
795,0.11084737657937659,1
796,0.11097886123933028,1
797,0.11099155648163579,1
798,0.11088473328617518,-1
799,0.11085516811071774,2
800,0.11125646956028441,2
801,0.11156379762836341,1
802,0.11159113600430508,1
803,0.11175478508108852,2
804,0.11155985920080605,-1
805,0.11128741868717698,1
806,0.11087518915069704,2
807,0.11082833028888202,2
808,0.11074235888846885,-1
809,0.11031076121338225,-1
810,0.11045371957185095,2
811,0.110251240257501,1
812,0.11017648602094751,2
813,0.1098685981797928,2
814,0.1099350143088767,2
815,0.10968970394086959,2
816,0.10974303515832509,2
817,0.10955892054441099,1
818,0.10957748971129612,1
819,0.10957163995109451,-1
820,0.10951860331340983,2
821,0.10928753105301495,2
822,0.10924049528677807,1
823,0.10862180380178257,1
824,0.1082483715370614,2
825,0.10859299197006148,1
826,0.10701510217034918,-1
827,0.10700530007163372,2
828,0.10710391838590023,1
829,0.10709703802011945,1
830,0.10671856731996943,-1
831,0.10678017293402449,2
832,0.10688092975261627,1
833,0.10692652900553205,1
834,0.10681452991721883,2
835,0.10681590874076793,-1
836,0.1067510239846196,2
837,0.10629706833887062,1
838,0.10621707851324463,1
839,0.10619600452890733,1
840,0.10609508592926431,2
841,0.10597006165099224,1
842,0.10584445438788971,2
843,0.10594555279209222,2
844,0.10541902018483262,1
845,0.10540707975551052,1
846,0.10538633595560601,1
847,0.10551065719722046,1
848,0.10595747845143381,1
849,0.10559122359681253,1
850,0.10558161801395625,1
851,0.10568077063608346,1
852,0.10565389393443088,1
853,0.105632685141432,2
854,0.10561909705466613,2
855,0.1050779822053706,1
856,0.10501860578163394,-1
857,0.10496367294917344,2
858,0.10515838704019585,1
859,0.10496128995037284,1
860,0.10456656620972737,1
861,0.10464529423353314,1
862,0.10326378075614169,-1
863,0.10332298005483743,1
864,0.10374450781989092,1
865,0.10376654293369585,2
866,0.10377919531941289,1
867,0.1037387861960875,2
868,0.10331209110297764,1
869,0.10286733264208725,1
870,0.10316497724689103,1
871,0.10326467247766283,1
872,0.1032097059514331,-1
873,0.1024856087966643,-1
874,0.10257239314486495,-1
875,0.10302330472893352,-1
876,0.10273974475847716,1
877,0.10265330891115643,1
878,0.1025907516633487,1
879,0.10260522470918812,2
880,0.10062960595600015,2
881,0.10046710656630152,2
882,0.10011946565641994,1
883,0.10005829576645615,-1
884,0.10018435019132148,2
885,0.1000343033339835,1
886,0.09989741318065216,1
887,0.09992324747361328,2
888,0.10029705042549109,1
889,0.1005266146680428,1
890,0.10051654492944392,2
891,0.10046697659244418,2
892,0.10043185572071553,2
893,0.1003121540334174,1
894,0.10024902690077275,2
895,0.10014315466256325,1
896,0.10018951724149305,1
897,0.10023461165574606,2
898,0.10041045242137589,1
899,0.09987052003754969,1
900,0.09985532140689646,1
901,0.09980132816851385,2
902,0.09991769287653898,1
903,0.09972782805960193,-1
904,0.09976624791035851,2
905,0.09970457973128723,2
906,0.09885261483418055,-1
907,0.09821465283195774,1
908,0.09816875089199448,2
909,0.09814355914643691,-1
910,0.09748238841957617,-1
911,0.09768902825854783,2
912,0.0977295166908841,2
913,0.09638152959628934,-1
914,0.0964008438451302,2
915,0.09636805355728913,2
916,0.09638451241161584,1
917,0.09632411073460864,2
918,0.09684112504088285,2
919,0.09599181501874544,2
920,0.09602853282369424,2
921,0.09615006210675542,1
922,0.09623006220686263,-1
923,0.09605421281096292,2
924,0.09599892134258856,2
925,0.09590874453742457,-1
926,0.09590177853770251,2
927,0.09520757742956928,2
928,0.0956259078825967,1
929,0.09547079081711969,-1
930,0.095499022142078,2
931,0.09545490950596004,2
932,0.09555434233615018,1
933,0.09559263011449654,1
934,0.0956047693207288,2
935,0.09565101629627917,2
936,0.0956031554395964,-1
937,0.09564147689461158,2
938,0.09570286229967735,1
939,0.09570746303045702,2
940,0.09507560662972854,1
941,0.09470613045785808,2
942,0.09465760617909834,2
943,0.09455438365127299,2
944,0.09439526546544724,1
945,0.09438375840573375,2
946,0.09433943189744069,1
947,0.09433946090070103,2
948,0.09435002837169146,-1
949,0.09435436192273966,2
950,0.09435445393784696,2
951,0.0941190691142636,2
952,0.09382845770454194,2
953,0.09345546795667352,1
954,0.09337207590900055,-1
955,0.09328118880771416,1
956,0.09324335090420982,1
957,0.09302867759508769,2
958,0.09345136020281623,1
959,0.09301685767435314,1
960,0.09296430456619724,-1
961,0.09294126864045894,-1
962,0.09294250160279353,1
963,0.09310196785408537,1
964,0.0930221918758495,1
965,0.09297603044471044,2
966,0.09255638377171661,2
967,0.09250382078354576,1
968,0.09293685730481274,1
969,0.09289968988552613,1
970,0.09266759263830662,2
971,0.09258349279585758,1
972,0.09267420216162556,1
973,0.0919296525964713,-1
974,0.09232104081036334,1
975,0.09250516555835456,1
976,0.0924172568629963,-1
977,0.0921763092630328,1
978,0.09212389924487095,1
979,0.09202999521843189,1
980,0.09189122458745258,2
981,0.09178348127779017,-1
982,0.09231266009160709,2
983,0.09198322486640646,2
984,0.09212901278829812,-1
985,0.09214140626317228,1
986,0.09215943495623226,2
987,0.09284640496492039,1
988,0.0928430512777375,-1
989,0.09248808715695059,1
990,0.0921210102039574,1
991,0.09210577522078324,2
992,0.09205536178961789,2
993,0.09148937207079894,-1
994,0.09147738896971645,2
995,0.09146349290241727,1
996,0.0913982474251625,1
997,0.09140656797086612,-1
998,0.09140042558538969,1
999,0.09139812869580244,1
1000,0.091378689944605,1
1001,0.0915230330217369,1
1002,0.09151222980999757,-1
1003,0.0915631596750888,1
1004,0.09164129095623315,1
1005,0.09143072655233848,1
1006,0.09129336049393735,1
1007,0.09118309615995739,-1
1008,0.09164001234944556,2
1009,0.09120799285237545,1
1010,0.09112978661939575,-1
1011,0.09124817433037997,1
1012,0.09124422947036755,2
1013,0.09121110966512333,-1
1014,0.09086016969414114,1
1015,0.09059581667450439,-1
1016,0.0906042011028846,2
1017,0.09057348807007372,1
1018,0.09047578462287832,-1
1019,0.0904475841933927,1
1020,0.09040598891918465,-1
1021,0.09048182410418192,2
1022,0.09038267909167402,1
1023,0.09038342410740717,1
1024,0.09037840192931082,1
1025,0.09019047539975714,1
1026,0.0901486271947184,1
1027,0.09136823126294778,2
1028,0.09122827673701298,1
1029,0.09160493057082995,2
1030,0.09236868489329067,-1
1031,0.0915392094164871,1
1032,0.0914833989077458,1
1033,0.09156491077432796,2
1034,0.09112929041492589,2
1035,0.09110495491116716,1
1036,0.09085921797128668,-1
1037,0.09123342825002237,1
1038,0.09131251256497197,-1
1039,0.0910593029720083,2
1040,0.0910767473870539,1
1041,0.09056847628078767,1
1042,0.09055225701245195,1
1043,0.09032975419408584,-1
1044,0.09027863050281401,-1
1045,0.09040233116175087,-1
1046,0.09047994908173802,-1
1047,0.09013351013066617,2
1048,0.0899933524916825,2
1049,0.08996146668715646,1
1050,0.0898285156132179,-1
1051,0.09022919089159442,1
1052,0.09033967338562435,2
1053,0.09021162228662975,-1
1054,0.08968423968552715,2
1055,0.08990726567858276,1
